SeqNo,RepoName,WflowName,Properties_file,Actionname,SH_QL_file,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,Arg8,Arg9,Arg10,Arg11,Arg12,Arg13,Arg14,Arg15,Arg16,Arg17,Arg18,Arg19,Arg20,Arg21,Arg22,Arg23,Arg24,Arg25,Arg26,Arg27,Arg28,Arg29,Arg30,Arg31,Arg32,Arg33,Arg34,Arg35,Argname1,Argvalue1,Argname2,Argvalue2,Argname3,Argvalue3,Argname4,Argvalue4,Argname5,Argvalue5,Argname6,Argvalue6,Argname7,Argvalue7,Argname8,Argvalue8,Argname9,Argvalue9,Argname10,Argvalue10,Argname11,Argvalue11,Argname12,Argvalue12,Argname13,Argvalue13,Argname14,Argvalue14,Argname15,Argvalue15,Pname1,Pvalue1,Pname2,Pvalue2,Pname3,Pvalue3,Pname4,Pvalue4,Pname5,Pvalue5,Pname6,Pvalue6,Pname7,Pvalue7,Pname8,Pvalue8,Pname9,Pvalue9,Pname10,Pvalue10,Pname11,Pvalue11,Pname12,Pvalue12,Pname13,Pvalue13,Pname14,Pvalue14,Pname15,Pvalue15,Pname16,Pvalue16,Pname17,Pvalue17,Pname18,Pvalue18,Pname19,Pvalue19,Pname20,Pvalue20,Pname21,Pvalue21,Pname22,Pvalue22,Pname23,Pvalue23,Pname24,Pvalue24,Pname25,Pvalue25,Pname26,Pvalue26,Pname27,Pvalue27,Pname28,Pvalue28,Pname29,Pvalue29,Pname30,Pvalue30,File1,File2,File3,File4,File5,File6,File7,File8,File9,File10,
165,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_Old_Unknown_Data_From_Master_DailyPJ1,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/PJ1DeleteOldUnknownDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_Old_Null_Data_From_Master_DailyPJ1,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/PJ1DeleteOldNullDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_Master_PJ1,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/PJ1LoadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_table},stg_table,nscvs99_H2T_summ_st_hte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Capture_Success_reccalc_PJ1,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/pj1_success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_user,${user.name},workflowId,${wf:id()},workflowName,LoadH2TConsentSummary,reccalc_file_type,H2TConsentSummary,mstr_table,${mstr_table},stg_table,nscvs99_H2T_summ_st_hte,reccalc_table,${reccalc_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,com.prdx.it.prg1.process.reccalc.ReceiveOnlyNoCountreccalcCalculator,fileType,H2TConsentSummary,workflowId,${wf:id()},workflowName,LoadH2TConsentSummary,userName,prg1devp,workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/project/prg1/prg1DEV/Workflow/lib/prg1Common.jar,/project/prg1/prg1DEV/Workflow/lib/lib/itcore.jar,/project/prg1/prg1DEV/Workflow/KEYS/prg1_jaas.conf,/project/prg1/prg1DEV/Workflow/KEYS/${user.name}.keytab,,,,,,,
170,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Failure_Notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,LoadH2T_DailyLoad,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/repair_stage_table.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,temp_stg_table,${temp_stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un1_TempTable,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un1_temp_overwrite.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,raw_table,${raw_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un2_TempTable,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,J9D_table,ncvdcum_pace_cmd_name_rspns_sec_hte,raw_table,${raw_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un1_TempTable_PRS,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,raw_table,${raw_k2_prs_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un2_TempTable_PRS,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,J9D_table,ncvdcum_pace_cmd_name_rspns_sec_hte,raw_table,${raw_k2_prs_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un1_TempTable_PSU,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,raw_table,${raw_k2_psu_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un2_TempTable_PSU,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,J9D_table,ncvdcum_pace_cmd_name_rspns_sec_hte,raw_table,${raw_k2_psu_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un1_TempTable_PSA,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,raw_table,${raw_k2_psa_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un2_TempTable_PSA,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,J9D_table,ncvdcum_pace_cmd_name_rspns_sec_hte,raw_table,${raw_k2_psa_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un3_TempTable,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un3_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,history_load,no,temp_stg_table,${temp_stg_table},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un4_TempTable,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un4_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,history_load,no,temp_stg_table,${temp_stg_table},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un5_TempTable,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/select_un5_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,LoadH2T_Staging_DailyLoad,runH2T.sh,yarn,client,10,8g,8g,2 ,/project/prg1/prg1DEV/Warehouse/Staging/dataprogRepository/nscvsbb_H2T_summ_pj1_st_hte,prg1,${user.name}.keytab,${user.name}@NND.prdx.COM,prg1devp,"2020-07-21",30,no,${temp_stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/runH2T.sh,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/H2Ttransform.py,/project/prg1/prg1DEV/Workflow/KEYS/${user.name}.keytab,,,,,,,,
184,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Delete_New_Partition_Status_From_Master_Daily,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/DeleteNewPartitionStatusFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Delete_Old_Unknown_Data_From_Master_Daily,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/DeleteOldUnknownDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Delete_Old_Null_Data_From_Master_Daily,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/DeleteOldNullDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Load_To_NA_USA_Master,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_na_usa_table},stg_table,nscvsbb_H2T_summ_pj1_st_hte,region,'NA',country,'USA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Load_To_NA_Non_USA_Master,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_na_non_usa_table},stg_table,nscvsbb_H2T_summ_pj1_st_hte,region,'NA',country,'Non_USA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Load_To_EU_GBR_FRA_Master,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_eu_gbr_fra_table},stg_table,nscvsbb_H2T_summ_pj1_st_hte,region,'EU',country,'GBR_FRA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Load_To_EU_Non_GBR_FRA_Master,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_eu_non_gbr_fra_table},stg_table,nscvsbb_H2T_summ_pj1_st_hte,region,'EU',country,'Non_GBR_FRA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Load_To_AP_Master,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_ap_table},stg_table,nscvsbb_H2T_summ_pj1_st_hte,region,'AP',country,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Load_To_RW_Master,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,mstr_table,${mstr_rw_table},stg_table,nscvsbb_H2T_summ_pj1_st_hte,region,'RW',country,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Capture_Success_reccalc,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,current_user,${user.name},workflowId,${wf:id()},workflowName,LoadH2TConsentSummary,reccalc_file_type,H2TConsentSummaryPJ1,mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},stg_table,nscvsbb_H2T_summ_pj1_st_hte,reccalc_table,nprg2_workflow_reccalc_adm_hte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,PJ1_Select_Un1_TempTable_DailyLoad,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/pj1_select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,pj1_k2_table,ntblx01_CRC4T_msg_pj1_sec_hte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,PJ1_Select_Un2_TempTable,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/pj1_select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,db_name,prg1,current_date,"2020-07-21",lkb_days,30,history_load,no,temp_stg_table,${temp_stg_table},vin_meta_table,ncvdh27_ncvdn40_acgh_vin,J9D_table,ncvdcum_pace_cmd_name_rspns_sec_hte,pj1_k2_table,ntblx01_CRC4T_msg_pj1_sec_hte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,PJ1_Select_Un3_TempTable,hdfs://hdd2cluster:8020/project/prg1/prg1DEV/Workflow/dataprogRepository/Workflows/${workflow}/pj1_select_un3_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,prg1,db_name,prg1,history_load,no,temp_stg_table,${temp_stg_table},mstr_table,nscvpbb_H2T_summ_pj1_pii_hte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
